 ,  ,number
Trend,%effort,0.5085714285714286
Trend,F1,0.6417883540652605
Trend,%bugs,0.8695652173913043
Trend,%effort,0.5085714285714286
Trend,F1,0.6417883540652605
Trend,%bugs,0.34782608695652173
Trend,%effort,0.9090909090909091
Trend,F1,0.5031446540880504
Trend,%bugs,0.34782608695652173
Trend,%effort,0.9092526690391459
Trend,F1,0.503169425810819
Trend,%bugs,0.9444444444444444
Trend,%effort,0.6136363636363636
Trend,F1,0.7439222042139385
Trend,%bugs,0.9444444444444444
Trend,%effort,0.6136363636363636
Trend,F1,0.7439222042139385
Trend,%bugs,0.967741935483871
Trend,%effort,0.524
Trend,F1,0.67987198339244
Trend,%bugs,0.967741935483871
Trend,%effort,0.524
Trend,F1,0.67987198339244
Trend,%bugs,0.9629629629629629
Trend,%effort,0.5225225225225225
Trend,F1,0.6774483378256964
Trend,%bugs,0.9629629629629629
Trend,%effort,0.5225225225225225
Trend,F1,0.6774483378256964
Trend,%bugs,0.92
Trend,%effort,0.526829268292683
Trend,F1,0.6699932569116657
Trend,%bugs,0.92
Trend,%effort,0.526829268292683
Trend,F1,0.6699932569116657
Trend,%bugs,0.8913043478260869
Trend,%effort,0.6075268817204301
Trend,F1,0.7225514660012478
Trend,%bugs,0.8913043478260869
Trend,%effort,0.6075268817204301
Trend,F1,0.7225514660012478
Trend,%bugs,0.8947368421052632
Trend,%effort,0.4887218045112782
Trend,F1,0.6321510297482839
Trend,%bugs,0.8947368421052632
Trend,%effort,0.4887218045112782
Trend,F1,0.6321510297482839
Trend,%bugs,0.9259259259259259
Trend,%effort,0.3846153846153846
Trend,F1,0.5434782608695652
Trend,%bugs,0.8571428571428571
Trend,%effort,0.5532994923857868
Trend,F1,0.6724935732647814
Trend,%bugs,0.9230769230769231
Trend,%effort,0.570754716981132
Trend,F1,0.7053679863978625
Trend,%bugs,0.9230769230769231
Trend,%effort,0.570754716981132
Trend,F1,0.7053679863978625
Trend,%bugs,0.9629629629629629
Trend,%effort,0.48453608247422686
Trend,F1,0.6446847797414931
Trend,%bugs,0.9629629629629629
Trend,%effort,0.48453608247422686
Trend,F1,0.6446847797414931
Trend,%bugs,0.7
Trend,%effort,0.5136986301369864
Trend,F1,0.59255079006772
Trend,%bugs,1.0
Trend,%effort,0.04026845637583898
Trend,F1,0.07741935483870976
Trend,%bugs,0.875
Trend,%effort,0.5287356321839081
Trend,F1,0.6591606960081884
Trend,%bugs,0.875
Trend,%effort,0.5287356321839081
Trend,F1,0.6591606960081884
Trend,%bugs,0.875
Trend,%effort,0.5610687022900763
Trend,F1,0.6837209302325581
Trend,%bugs,0.875
Trend,%effort,0.5610687022900763
Trend,F1,0.6837209302325581
Trend,%bugs,0.9615384615384616
Trend,%effort,0.38586956521739135
Trend,F1,0.5507291343468819
Trend,%bugs,0.9615384615384616
Trend,%effort,0.38586956521739135
Trend,F1,0.5507291343468819
Trend,%bugs,1.0
Trend,%effort,0.25
Trend,F1,0.4
Trend,%bugs,1.0
Trend,%effort,0.25
Trend,F1,0.4
Trend,%bugs,0.9047619047619048
Trend,%effort,0.24
Trend,F1,0.3793677204658901
Trend,%bugs,0.95
Trend,%effort,0.5034965034965035
Trend,F1,0.6581669473177773
Trend,%bugs,0.95
Trend,%effort,0.5034965034965035
Trend,F1,0.6581669473177773
Trend,%bugs,0.8
Trend,%effort,0.4609375
Trend,F1,0.5848822800495663
Trend,%bugs,0.8
Trend,%effort,0.4609375
Trend,F1,0.5848822800495663
Trend,%bugs,0.8928571428571429
Trend,%effort,0.46192893401015234
Trend,F1,0.6088585574735715
Trend,%bugs,1.0
Trend,%effort,0.3655172413793103
Trend,F1,0.5353535353535352
Trend,%bugs,0.8928571428571429
Trend,%effort,0.46192893401015234
Trend,F1,0.6088585574735715
Trend,%bugs,0.6666666666666666
Trend,%effort,0.5620437956204379
Trend,F1,0.6099009900990099
Trend,%bugs,0.6666666666666666
Trend,%effort,0.5620437956204379
Trend,F1,0.6099009900990099
Trend,%bugs,0.9130434782608695
Trend,%effort,0.3941176470588236
Trend,F1,0.5505771864605753
Trend,%bugs,0.9130434782608695
Trend,%effort,0.3941176470588236
Trend,F1,0.5505771864605753
Trend,%bugs,1.0
Trend,%effort,0.38378378378378375
Trend,F1,0.5546874999999999
Trend,%bugs,1.0
Trend,%effort,0.38378378378378375
Trend,F1,0.5546874999999999
Trend,%bugs,0.8823529411764706
Trend,%effort,0.4369747899159664
Trend,F1,0.5844885724990633
Trend,%bugs,0.8823529411764706
Trend,%effort,0.4369747899159664
Trend,F1,0.5844885724990633
Trend,%bugs,1.0
Trend,%effort,0.5572519083969465
Trend,F1,0.7156862745098038
Trend,%bugs,1.0
Trend,%effort,0.5572519083969465
Trend,F1,0.7156862745098038
Trend,%bugs,0.9285714285714286
Trend,%effort,0.31979695431472077
Trend,F1,0.47574789427824565
Trend,%bugs,0.9285714285714286
Trend,%effort,0.31979695431472077
Trend,F1,0.47574789427824565
Trend,%bugs,1.0
Trend,%effort,0.5736434108527132
Trend,F1,0.729064039408867
Trend,%bugs,1.0
Trend,%effort,0.5736434108527132
Trend,F1,0.729064039408867
Trend,%bugs,0.6666666666666666
Trend,%effort,0.7619047619047619
Trend,F1,0.7111111111111111
Trend,%bugs,0.6666666666666666
Trend,%effort,0.7619047619047619
Trend,F1,0.7111111111111111
Trend,%bugs,0.896551724137931
Trend,%effort,0.42677824267782427
Trend,F1,0.5782817269952029
Trend,%bugs,0.896551724137931
Trend,%effort,0.42677824267782427
Trend,F1,0.5782817269952029
Trend,%bugs,1.0
Trend,%effort,0.18627450980392157
Trend,F1,0.3140495867768595
Trend,%bugs,1.0
Trend,%effort,0.18627450980392157
Trend,F1,0.3140495867768595
Trend,%bugs,1.0
Trend,%effort,0.08379888268156421
Trend,F1,0.1546391752577319
Trend,%bugs,0.3
Trend,%effort,0.8352941176470589
Trend,F1,0.4414507772020726
Trend,%bugs,0.918918918918919
Trend,%effort,0.5206349206349206
Trend,F1,0.6646799380140661
Trend,%bugs,0.7894736842105263
Trend,%effort,0.6201298701298701
Trend,F1,0.6946296520790399
Trend,%bugs,0.03125
Trend,%effort,0.8646616541353384
Trend,F1,0.06031995803829006
Trend,%bugs,0.9375
Trend,%effort,0.4
Trend,F1,0.5607476635514019
Trend,%bugs,0.88
Trend,%effort,0.5747663551401869
Trend,F1,0.6953616857252988
Trend,%bugs,0.8478260869565217
Trend,%effort,0.6270270270270271
Trend,F1,0.7208987331686718
Trend,%bugs,0.9310344827586207
Trend,%effort,0.5074946466809422
Trend,F1,0.6569140745303357
Trend,%bugs,0.96
Trend,%effort,0.24615384615384617
Trend,F1,0.39183673469387753
Trend,%bugs,0.925
Trend,%effort,0.37962962962962965
Trend,F1,0.5383250532292406
Trend,%bugs,1.0
Trend,%effort,0.05691056910569103
Trend,F1,0.10769230769230766
Trend,%bugs,1.0
Trend,%effort,0.24761904761904763
Trend,F1,0.3969465648854962
Trend,%bugs,1.0
Trend,%effort,0.14925373134328357
Trend,F1,0.2597402597402597
Trend,%bugs,0.8823529411764706
Trend,%effort,0.5884476534296028
Trend,F1,0.7060352295697372
Trend,%bugs,0.7727272727272727
Trend,%effort,0.49677419354838714
Trend,F1,0.6047586047586048
Trend,%bugs,0.6956521739130435
Trend,%effort,0.622093023255814
Trend,F1,0.6568194897371955
Trend,%bugs,0.9583333333333334
Trend,%effort,0.2038834951456311
Trend,F1,0.3362339018447616
Trend,%bugs,1.0
Trend,%effort,0.12121212121212122
Trend,F1,0.21621621621621626
Trend,%bugs,1.0
Trend,%effort,0.0
Trend,F1,0.0
Trend,%bugs,1.0
Trend,%effort,0.0625
Trend,F1,0.11764705882352941
Trend,%bugs,1.0
Trend,%effort,0.21985815602836878
Trend,F1,0.36046511627906974
Trend,%bugs,1.0
Trend,%effort,0.11409395973154357
Trend,F1,0.20481927710843364
Trend,%bugs,0.8297872340425532
Trend,%effort,0.4987468671679198
Trend,F1,0.6230231998073373
Trend,%bugs,0.9259259259259259
Trend,%effort,0.21319796954314718
Trend,F1,0.34659184683941235
Trend,%bugs,0.9393939393939394
Trend,%effort,0.4296296296296296
Trend,F1,0.5896048532546319
Trend,%bugs,0.7777777777777778
Trend,%effort,0.6356589147286822
Trend,F1,0.6995734308348568
Trend,%bugs,0.9375
Trend,%effort,0.21311475409836067
Trend,F1,0.34728406055209265
Trend,%bugs,0.8636363636363636
Trend,%effort,0.35031847133757965
Trend,F1,0.498449797281183
Trend,%bugs,1.0
Trend,%effort,0.017699115044247815
Trend,F1,0.03478260869565223
Trend,%bugs,0.875
Trend,%effort,0.45967741935483875
Trend,F1,0.6027190332326284
Trend,%bugs,1.0
Trend,%effort,0.2442748091603053
Trend,F1,0.3926380368098159
Trend,%bugs,1.0
Trend,%effort,0.37623762376237624
Trend,F1,0.5467625899280576
Trend,%bugs,1.0
Trend,%effort,0.0
Trend,F1,0.0
Trend,%bugs,0.9333333333333333
Trend,%effort,0.27522935779816515
Trend,F1,0.42510121457489886
Trend,%bugs,1.0
Trend,%effort,0.38888888888888884
Trend,F1,0.5599999999999999
Trend,%bugs,1.0
Trend,%effort,0.10679611650485432
Trend,F1,0.1929824561403508
Trend,%bugs,1.0
Trend,%effort,0.16417910447761197
Trend,F1,0.2820512820512821
Trend,%bugs,1.0
Trend,%effort,0.032258064516129004
Trend,F1,0.062499999999999944
Trend,%bugs,1.0
Trend,%effort,0.07407407407407407
Trend,F1,0.13793103448275862
Trend,%bugs,1.0
Trend,%effort,0.052631578947368474
Trend,F1,0.10000000000000009
Trend,%bugs,1.0
Trend,%effort,0.41747572815533984
Trend,F1,0.589041095890411
Trend,%bugs,0.8823529411764706
Trend,%effort,0.35245901639344257
Trend,F1,0.503709488481062
Trend,%bugs,0.9230769230769231
Trend,%effort,0.6016949152542372
Trend,F1,0.7285164600256521
Trend,%bugs,1.0
Trend,%effort,0.39639639639639634
Trend,F1,0.5677419354838709
Trend,%bugs,0.8333333333333334
Trend,%effort,0.6060606060606061
Trend,F1,0.7017543859649124
Trend,%bugs,1.0
Trend,%effort,0.3769230769230769
Trend,F1,0.547486033519553
Trend,%bugs,0.8636363636363636
Trend,%effort,0.46540880503144655
Trend,F1,0.6048612604861261
Trend,%bugs,1.0
Trend,%effort,0.18181818181818177
Trend,F1,0.30769230769230765
Trend,%bugs,1.0
Trend,%effort,0.256
Trend,F1,0.40764331210191085
Trend,%bugs,1.0
Trend,%effort,0.46212121212121215
Trend,F1,0.6321243523316062
Trend,%bugs,1.0
Trend,%effort,0.04216867469879515
Trend,F1,0.08092485549132941
Trend,%bugs,1.0
Trend,%effort,0.03448275862068961
Trend,F1,0.0666666666666666
Trend,%bugs,0.9285714285714286
Trend,%effort,0.2564102564102564
Trend,F1,0.40185471406491496
Trend,%bugs,1.0
Trend,%effort,0.18000000000000005
Trend,F1,0.3050847457627119
Trend,%bugs,0.4166666666666667
Trend,%effort,0.6509433962264151
Trend,F1,0.508100147275405
Trend,%bugs,1.0
Trend,%effort,0.008620689655172376
Trend,F1,0.01709401709401702
Trend,%bugs,0.07692307692307693
Trend,%effort,0.7361111111111112
Trend,F1,0.13929040735873852
Trend,%bugs,1.0
Trend,%effort,0.2072072072072072
Trend,F1,0.3432835820895522
Trend,%bugs,0.7777777777777778
Trend,%effort,0.6014492753623188
Trend,F1,0.678342089900759
Trend,%bugs,1.0
Trend,%effort,0.30708661417322836
Trend,F1,0.4698795180722892
Trend,%bugs,0.9230769230769231
Trend,%effort,0.5821596244131455
Trend,F1,0.7140115163147792
Trend,%bugs,0.8888888888888888
Trend,%effort,0.4652173913043478
Trend,F1,0.6107741705315732
Trend,%bugs,1.0
Trend,%effort,0.4601769911504425
Trend,F1,0.6303030303030304
Trend,%bugs,0.5333333333333333
Trend,%effort,0.4771241830065359
Trend,F1,0.5036653730056058
Trend,%bugs,0.6111111111111112
Trend,%effort,0.5227272727272727
Trend,F1,0.5634743875278397
Trend,%bugs,1.0
Trend,%effort,0.22764227642276424
Trend,F1,0.37086092715231794
Trend,%bugs,0.9411764705882353
Trend,%effort,0.43333333333333335
Trend,F1,0.5934379457917262
Trend,%bugs,0.9473684210526315
Trend,%effort,0.26315789473684215
Trend,F1,0.4118993135011442
Trend,%bugs,1.0
Trend,%effort,0.019230769230769273
Trend,F1,0.03773584905660386
Trend,%bugs,0.8571428571428571
Trend,%effort,0.5283018867924528
Trend,F1,0.6536964980544747
Trend,%bugs,1.0
Trend,%effort,0.2149532710280374
Trend,F1,0.3538461538461539
Trend,%bugs,1.0
Trend,%effort,0.33333333333333337
Trend,F1,0.5
Trend,%bugs,0.9545454545454546
Trend,%effort,0.5064102564102564
Trend,F1,0.6617471080973275
M0,%bugs,0.9444444444444444
M0,%effort,0.5211267605633803
M0,F1,0.6716497597437265
M0,%bugs,1.0
M0,%effort,0.19999999999999996
M0,F1,0.33333333333333326
M0,%bugs,0.8518518518518519
M0,%effort,0.6053811659192825
M0,F1,0.707772965580123
M0,%bugs,0.8571428571428571
M0,%effort,0.5339805825242718
M0,F1,0.6580259222333001
M0,%bugs,0.9583333333333334
M0,%effort,0.49425287356321834
M0,F1,0.6521595779756016
M0,%bugs,0.6764705882352942
M0,%effort,0.6176470588235294
M0,F1,0.6457219251336899
M0,%bugs,0.3333333333333333
M0,%effort,0.7948717948717949
M0,F1,0.4696969696969697
M0,%bugs,0.9
M0,%effort,0.43568464730290457
M0,F1,0.5871388630009319
M0,%bugs,1.0
M0,%effort,0.19327731092436973
M0,F1,0.32394366197183094
M0,%bugs,0.9166666666666666
M0,%effort,0.3220338983050848
M0,F1,0.4766248574686432
M0,%bugs,0.6470588235294118
M0,%effort,0.5966386554621849
M0,F1,0.6208267090620032
M0,%bugs,0.4117647058823529
M0,%effort,0.7961783439490446
M0,F1,0.542803970223325
M0,%bugs,0.7857142857142857
M0,%effort,0.5964391691394659
M0,F1,0.6781168532433676
M0,%bugs,0.8888888888888888
M0,%effort,0.536231884057971
M0,F1,0.6689265536723162
M0,%bugs,0.4
M0,%effort,0.7913043478260869
M0,F1,0.5313868613138686
M0,%bugs,0.875
M0,%effort,0.50920245398773
M0,F1,0.6437673130193905
M0,%bugs,0.9375
M0,%effort,0.5213675213675213
M0,F1,0.6700842182350787
M0,%bugs,0.84375
M0,%effort,0.46863468634686345
M0,F1,0.6025832527897372
M0,%bugs,0.9285714285714286
M0,%effort,0.30434782608695654
M0,F1,0.4584382871536524
M0,%bugs,0.9473684210526315
M0,%effort,0.47058823529411764
M0,F1,0.62882096069869
M0,%bugs,1.0
M0,%effort,0.375886524822695
M0,F1,0.5463917525773195
M0,%bugs,0.875
M0,%effort,0.6018099547511313
M0,F1,0.7131367292225202
M0,%bugs,0.8333333333333334
M0,%effort,0.5061728395061729
M0,F1,0.629800307219662
M0,%bugs,0.9166666666666666
M0,%effort,0.4046511627906977
M0,F1,0.5614549721325902
M0,%bugs,0.5217391304347826
M0,%effort,0.7687861271676301
M0,F1,0.6216163583252191
M0,%bugs,0.9444444444444444
M0,%effort,0.4461538461538461
M0,F1,0.6060233558696988
M0,%bugs,0.8333333333333334
M0,%effort,0.3700787401574803
M0,F1,0.5125408942202836
M0,%bugs,1.0
M0,%effort,0.38064516129032255
M0,F1,0.5514018691588785
M0,%bugs,0.45161290322580644
M0,%effort,0.8095238095238095
M0,F1,0.5797807551766139
M0,%bugs,0.5294117647058824
M0,%effort,0.7355371900826446
M0,F1,0.6156802459646427
M0,%bugs,0.7352941176470589
M0,%effort,0.5927272727272728
M0,F1,0.6563582185713136
M0,%bugs,0.926829268292683
M0,%effort,0.42168674698795183
M0,F1,0.5796469819132709
M0,%bugs,0.6538461538461539
M0,%effort,0.6559139784946236
M0,F1,0.6548784338490685
M0,%bugs,0.8260869565217391
M0,%effort,0.6521739130434783
M0,F1,0.7289002557544758
M0,%bugs,0.696969696969697
M0,%effort,0.7122302158273381
M0,F1,0.7045173267326733
M0,%bugs,0.7619047619047619
M0,%effort,0.6455696202531646
M0,F1,0.6989293361884369
M0,%bugs,0.8064516129032258
M0,%effort,0.6148148148148148
M0,F1,0.6977135171486213
M0,%bugs,0.9019607843137255
M0,%effort,0.49514563106796117
M0,F1,0.6393241586047145
M0,%bugs,0.30434782608695654
M0,%effort,0.8222222222222222
M0,F1,0.444253859348199
M0,%bugs,0.9
M0,%effort,0.50920245398773
M0,F1,0.650413582934262
M0,%bugs,0.9142857142857143
M0,%effort,0.5492957746478873
M0,F1,0.6862799010173218
M0,%bugs,0.8125
M0,%effort,0.4838709677419355
M0,F1,0.6065318818040436
M0,%bugs,0.9047619047619048
M0,%effort,0.3557046979865772
M0,F1,0.5106490872210954
M0,%bugs,0.9705882352941176
M0,%effort,0.2827586206896552
M0,F1,0.4379349409289529
M0,%bugs,0.717948717948718
M0,%effort,0.7090909090909091
M0,F1,0.7134923227703366
M0,%bugs,1.0
M0,%effort,0.18562874251497008
M0,F1,0.31313131313131315
M0,%bugs,1.0
M0,%effort,0.3846153846153846
M0,F1,0.5555555555555555
M0,%bugs,0.8787878787878788
M0,%effort,0.4981549815498155
M0,F1,0.6358616209192789
M0,%bugs,1.0
M0,%effort,0.22580645161290325
M0,F1,0.368421052631579
M0,%bugs,1.0
M0,%effort,0.2911392405063291
M0,F1,0.45098039215686275
M0,%bugs,0.7428571428571429
M0,%effort,0.7231833910034602
M0,F1,0.7328882594915369
M0,%bugs,0.96
M0,%effort,0.4814814814814815
M0,F1,0.6413155190133608
M0,%bugs,0.926829268292683
M0,%effort,0.49090909090909096
M0,F1,0.6418517360025023
M0,%bugs,0.8372093023255814
M0,%effort,0.4651162790697675
M0,F1,0.5980066445182725
M0,%bugs,0.6666666666666666
M0,%effort,0.7894736842105263
M0,F1,0.7228915662650601
M0,%bugs,0.1891891891891892
M0,%effort,0.8990536277602523
M0,F1,0.31259793168285804
M0,%bugs,0.9354838709677419
M0,%effort,0.48091603053435117
M0,F1,0.6352573018080667
M0,%bugs,1.0
M0,%effort,0.37254901960784315
M0,F1,0.5428571428571428
M0,%bugs,0.75
M0,%effort,0.6745762711864407
M0,F1,0.7102914931588341
M0,%bugs,0.8620689655172413
M0,%effort,0.6263269639065818
M0,F1,0.7255287752090507
M0,%bugs,0.7708333333333334
M0,%effort,0.6643356643356644
M0,F1,0.713633133692011
M0,%bugs,0.7407407407407407
M0,%effort,0.7222222222222222
M0,F1,0.7313642756680733
M0,%bugs,0.7192982456140351
M0,%effort,0.7580993520518359
M0,F1,0.7381892793023853
M0,%bugs,1.0
M0,%effort,0.36633663366336633
M0,F1,0.5362318840579711
M0,%bugs,1.0
M0,%effort,0.3513513513513513
M0,F1,0.5199999999999999
M0,%bugs,0.86
M0,%effort,0.6633663366336633
M0,F1,0.7489925906668399
M0,%bugs,0.8627450980392157
M0,%effort,0.6153846153846154
M0,F1,0.7183673469387755
M0,%bugs,0.8809523809523809
M0,%effort,0.6224188790560472
M0,F1,0.7294557346414389
M0,%bugs,0.8809523809523809
M0,%effort,0.6224188790560472
M0,F1,0.7294557346414389
M0,%bugs,0.9411764705882353
M0,%effort,0.46289752650176674
M0,F1,0.6205773501110289
M0,%bugs,0.9444444444444444
M0,%effort,0.4722222222222222
M0,F1,0.6296296296296297
M0,%bugs,0.9285714285714286
M0,%effort,0.3786407766990292
M0,F1,0.5379310344827587
M0,%bugs,0.9285714285714286
M0,%effort,0.3786407766990292
M0,F1,0.5379310344827587
M0,%bugs,0.5151515151515151
M0,%effort,0.8596491228070176
M0,F1,0.6442382057231245
